Vardas                Pavardė             ND1             ND2             ND3             ND4             ND5             ND6             ND7             ND8             ND9             ND10           Egz.
Vardas779            Pavarde779            2              0              0              1              2              1              2              0              2              1              8              
Vardas780            Pavarde780            1              4              3              1              0              10             1              8              2              10             0              
Vardas781            Pavarde781            0              0              4              7              1              7              5              8              1              4              9              
Vardas782            Pavarde782            2              9              5              10             7              5              8              6              0              1              8              
Vardas783            Pavarde783            4              4              2              0              1              9              1              4              0              3              2              
Vardas784            Pavarde784            3              4              4              5              3              5              5              8              9              3              3              
Vardas785            Pavarde785            5              0              0              1              4              2              5              1              0              6              8              
Vardas786            Pavarde786            6              0              5              4              2              10             4              1              9              7              7              
Vardas787            Pavarde787            4              7              8              4              3              3              2              6              2              3              7              
Vardas788            Pavarde788            2              10             7              0              2              6              10             1              1              8              9              
Vardas789            Pavarde789            9              2              2              5              7              1              0              4              8              4              0              
Vardas790            Pavarde790            10             6              2              7              8              8              9              5              2              3              7              
Vardas791            Pavarde791            8              10             6              1              6              7              8              9              4              9              4              
Vardas792            Pavarde792            7              5              4              1              5              8              0              2              9              2              8              
Vardas793            Pavarde793            5              9              0              9              5              7              5              9              0              10             1              
Vardas794            Pavarde794            3              2              3              8              1              10             6              5              10             4              4              
Vardas795            Pavarde795            7              2              5              2              7              6              9              8              5              5              9              
Vardas796            Pavarde796            9              9              4              4              10             4              6              3              6              4              4              
Vardas797            Pavarde797            4              3              3              6              2              8              10             2              5              8              1              
Vardas798            Pavarde798            10             8              3              5              4              10             3              10             8              1              5              
Vardas799            Pavarde799            4              9              6              0              2              10             7              8              1              10             6              
Vardas800            Pavarde800            2              1              2              4              8              9              10             6              2              5              9              
Vardas801            Pavarde801            0              7              4              1              5              4              5              0              2              3              6              
Vardas802            Pavarde802            4              2              8              0              5              3              10             10             6              10             8              
Vardas803            Pavarde803            9              6              7              5              4              9              5              0              8              7              5              
Vardas804            Pavarde804            9              3              4              2              2              9              1              6              9              5              1              
Vardas805            Pavarde805            7              3              5              1              9              1              8              8              2              3              2              
Vardas806            Pavarde806            8              5              5              7              8              9              7              8              1              10             7              
Vardas807            Pavarde807            9              3              7              3              10             7              9              3              8              0              0              
Vardas808            Pavarde808            9              1              9              4              8              8              7              0              10             0              10             
Vardas809            Pavarde809            10             6              10             4              7              9              0              4              5              0              9              
Vardas810            Pavarde810            7              0              10             7              7              10             4              2              3              9              8              
Vardas811            Pavarde811            6              7              2              0              1              2              10             5              10             4              2              
Vardas812            Pavarde812            4              8              10             10             10             2              4              5              1              10             7              
Vardas813            Pavarde813            4              8              6              7              7              2              7              10             8              9              2              
Vardas814            Pavarde814            7              0              4              9              0              1              5              0              0              10             0              
Vardas815            Pavarde815            9              5              8              0              0              3              7              9              8              8              7              
Vardas816            Pavarde816            5              9              2              10             6              1              7              3              2              4              4              
Vardas817            Pavarde817            1              2              2              0              4              6              5              2              8              7              7              
Vardas818            Pavarde818            0              0              10             6              3              9              7              4              6              3              9              
Vardas819            Pavarde819            6              0              3              8              8              8              2              5              1              6              2              
Vardas820            Pavarde820            6              5              0              8              8              5              3              7              8              3              4              
Vardas821            Pavarde821            7              6              10             4              8              7              10             7              3              10             2              
Vardas822            Pavarde822            0              5              5              3              5              10             6              7              6              10             8              
Vardas823            Pavarde823            8              5              2              5              8              5              1              8              8              10             1              
Vardas824            Pavarde824            9              1              8              10             5              3              7              6              5              8              5              
Vardas825            Pavarde825            6              8              0              4              1              0              7              9              1              2              9              
Vardas826            Pavarde826            9              3              6              6              5              10             8              3              4              9              8              
Vardas827            Pavarde827            3              5              1              8              10             10             0              3              5              7              8              
Vardas828            Pavarde828            5              4              7              5              2              10             4              4              1              4              8              
Vardas829            Pavarde829            8              7              5              5              2              4              4              0              1              6              3              
Vardas830            Pavarde830            5              5              3              1              1              8              3              2              0              2              3              
Vardas831            Pavarde831            8              2              7              9              8              6              9              7              10             0              1              
Vardas832            Pavarde832            3              2              6              3              2              8              1              7              1              7              7              
Vardas833            Pavarde833            2              8              6              7              10             2              2              10             2              5              1              
Vardas834            Pavarde834            1              8              2              3              0              7              7              5              6              10             3              
Vardas835            Pavarde835            6              9              1              4              10             2              6              10             0              1              6              
Vardas836            Pavarde836            0              0              10             9              8              5              10             10             5              8              0              
Vardas837            Pavarde837            4              0              6              3              1              9              2              2              8              6              1              
Vardas838            Pavarde838            6              10             0              6              9              0              2              6              4              6              5              
Vardas839            Pavarde839            4              10             3              9              9              2              0              2              4              0              8              
Vardas840            Pavarde840            8              8              4              0              3              9              10             0              4              9              4              
Vardas841            Pavarde841            6              1              0              1              7              10             6              8              5              8              8              
Vardas842            Pavarde842            5              1              6              5              4              8              3              4              3              2              1              
Vardas843            Pavarde843            3              8              9              7              7              8              0              2              9              10             5              
Vardas844            Pavarde844            0              2              9              9              2              10             1              0              0              3              7              
Vardas845            Pavarde845            3              1              2              3              5              1              3              4              6              8              8              
Vardas846            Pavarde846            0              0              4              2              5              3              1              7              4              2              10             
Vardas847            Pavarde847            1              6              10             1              5              10             3              8              3              4              2              
Vardas848            Pavarde848            10             9              4              4              5              5              4              10             5              4              1              
Vardas849            Pavarde849            10             8              5              8              10             10             5              0              1              0              4              
Vardas850            Pavarde850            10             7              1              6              10             3              10             10             3              0              10             
Vardas851            Pavarde851            1              7              7              7              8              10             0              4              8              6              2              
Vardas852            Pavarde852            0              1              4              3              10             2              6              1              4              5              5              
Vardas853            Pavarde853            0              10             10             4              3              7              8              1              3              5              2              
Vardas854            Pavarde854            0              8              6              9              1              7              6              5              3              1              7              
Vardas855            Pavarde855            1              3              10             9              4              8              9              10             9              7              9              
Vardas856            Pavarde856            6              10             4              5              9              2              5              10             2              4              3              
Vardas857            Pavarde857            6              5              6              5              7              10             6              4              6              2              7              
Vardas858            Pavarde858            3              3              4              10             6              1              3              10             10             9              2              
Vardas859            Pavarde859            9              3              3              9              7              7              10             4              0              6              8              
Vardas860            Pavarde860            7              0              6              8              2              5              5              0              5              10             2              
Vardas861            Pavarde861            4              0              9              1              4              8              0              10             5              0              7              
Vardas862            Pavarde862            9              2              4              5              5              0              0              2              1              1              2              
Vardas863            Pavarde863            4              2              4              10             10             5              1              2              1              7              2              
Vardas864            Pavarde864            5              3              10             7              4              2              1              9              3              4              1              
Vardas865            Pavarde865            8              8              9              1              5              10             8              5              8              4              9              
Vardas866            Pavarde866            2              6              9              8              9              1              8              4              0              1              5              
Vardas867            Pavarde867            10             2              1              1              0              2              2              4              3              4              8              
Vardas868            Pavarde868            1              10             3              9              1              7              5              5              2              2              10             
Vardas869            Pavarde869            2              9              9              2              2              9              9              3              0              0              5              
Vardas870            Pavarde870            10             2              2              8              10             0              10             10             9              8              8              
Vardas871            Pavarde871            9              3              3              7              9              2              10             7              4              9              7              
Vardas872            Pavarde872            3              9              0              7              3              2              7              7              3              10             2              
Vardas873            Pavarde873            6              6              6              7              1              1              2              7              7              10             6              
Vardas874            Pavarde874            6              1              3              7              7              7              8              6              0              4              5              
Vardas875            Pavarde875            9              7              6              9              10             2              5              3              6              4              2              
Vardas876            Pavarde876            10             4              0              2              6              0              3              10             8              10             0              
Vardas877            Pavarde877            10             1              8              8              0              9              2              9              3              6              2              
Vardas878            Pavarde878            8              0              3              0              2              1              5              7              0              2              1              
Vardas879            Pavarde879            0              8              10             9              10             8              8              4              4              8              6              
Vardas880            Pavarde880            5              4              2              7              8              7              1              10             0              3              7              
Vardas881            Pavarde881            5              8              2              6              2              1              5              7              0              9              3              
Vardas882            Pavarde882            0              5              5              6              2              7              3              6              3              0              4              
Vardas883            Pavarde883            3              5              5              6              5              0              9              7              4              9              8              
Vardas884            Pavarde884            3              0              8              8              9              0              5              9              6              2              10             
Vardas885            Pavarde885            4              3              8              3              4              0              0              6              4              9              6              
Vardas886            Pavarde886            8              9              8              6              9              9              2              5              5              7              6              
Vardas887            Pavarde887            9              0              6              5              0              6              0              6              3              3              0              
Vardas888            Pavarde888            1              6              6              1              9              8              0              7              1              8              6              
Vardas889            Pavarde889            4              2              8              1              2              2              5              8              4              3              2              
Vardas890            Pavarde890            5              0              5              10             7              6              9              5              9              2              8              
Vardas891            Pavarde891            5              1              2              9              5              9              10             4              9              10             10             
Vardas892            Pavarde892            3              2              1              3              10             3              2              7              3              2              5              
Vardas893            Pavarde893            0              10             4              6              0              1              6              10             8              5              5              
Vardas894            Pavarde894            1              0              5              7              10             3              1              0              5              7              5              
Vardas895            Pavarde895            2              6              1              7              6              5              2              1              2              4              4              
Vardas896            Pavarde896            2              2              0              9              6              1              4              10             7              6              8              
Vardas897            Pavarde897            2              1              0              4              3              10             9              5              3              1              6              
Vardas898            Pavarde898            0              6              1              6              8              9              0              7              6              8              2              
Vardas899            Pavarde899            5              0              10             6              5              7              1              9              10             7              9              
Vardas900            Pavarde900            0              1              0              9              5              6              0              2              8              0              10             
Vardas901            Pavarde901            4              7              10             9              0              7              0              6              3              8              10             
Vardas902            Pavarde902            4              1              5              5              7              5              0              0              7              6              8              
Vardas903            Pavarde903            8              4              10             0              0              4              7              10             1              6              3              
Vardas904            Pavarde904            3              0              7              8              6              9              5              2              7              6              9              
Vardas905            Pavarde905            0              9              1              0              4              2              6              0              3              10             0              
Vardas906            Pavarde906            6              2              3              9              3              5              7              3              4              8              3              
Vardas907            Pavarde907            0              4              7              2              3              3              3              6              0              4              8              
Vardas908            Pavarde908            9              7              9              4              7              3              5              8              3              9              9              
Vardas909            Pavarde909            2              10             7              8              7              3              10             3              7              5              0              
Vardas910            Pavarde910            2              9              1              3              8              0              5              1              4              6              5              
Vardas911            Pavarde911            6              3              7              0              8              5              4              3              2              7              6              
Vardas912            Pavarde912            10             6              4              6              8              6              9              1              2              2              10             
Vardas913            Pavarde913            8              1              7              0              8              5              7              6              6              8              6              
Vardas914            Pavarde914            10             8              1              10             10             9              4              10             6              7              1              
Vardas915            Pavarde915            3              8              5              5              3              7              8              4              4              0              4              
Vardas916            Pavarde916            8              6              8              6              4              0              5              1              3              9              5              
Vardas917            Pavarde917            4              7              8              2              10             7              6              2              2              5              6              
Vardas918            Pavarde918            2              10             9              9              0              1              6              3              0              4              4              
Vardas919            Pavarde919            7              5              9              8              1              4              2              1              2              4              7              
Vardas920            Pavarde920            1              9              9              9              8              1              5              6              5              10             1              
Vardas921            Pavarde921            4              3              3              10             8              4              4              9              10             0              2              
Vardas922            Pavarde922            0              9              2              4              2              7              4              0              3              5              9              
Vardas923            Pavarde923            7              1              7              1              9              3              6              10             9              8              0              
Vardas924            Pavarde924            0              6              8              5              9              3              10             5              1              7              4              
Vardas925            Pavarde925            5              6              6              1              5              5              10             10             8              10             5              
Vardas926            Pavarde926            5              3              6              3              10             9              3              8              0              8              4              
Vardas927            Pavarde927            10             2              9              7              7              0              10             3              2              10             7              
Vardas928            Pavarde928            8              9              6              5              8              10             5              2              3              1              3              
Vardas929            Pavarde929            8              6              10             9              5              5              6              6              5              8              9              
Vardas930            Pavarde930            0              2              1              9              6              7              5              4              0              3              9              
Vardas931            Pavarde931            3              2              1              2              8              1              9              6              0              4              0              
Vardas932            Pavarde932            7              8              8              7              4              6              7              0              8              6              7              
Vardas933            Pavarde933            6              3              0              7              3              7              6              2              5              3              3              
Vardas934            Pavarde934            8              9              2              7              10             6              6              8              10             0              5              
Vardas935            Pavarde935            6              1              7              8              1              5              9              10             10             6              8              
Vardas936            Pavarde936            7              1              7              2              10             4              2              4              2              5              6              
Vardas937            Pavarde937            10             6              2              5              3              1              4              4              6              3              9              
Vardas938            Pavarde938            2              7              0              2              2              2              10             0              6              9              5              
Vardas939            Pavarde939            1              0              10             4              4              0              7              1              10             2              9              
Vardas940            Pavarde940            1              3              4              6              10             1              0              8              4              1              10             
Vardas941            Pavarde941            4              10             3              0              4              0              5              3              4              1              7              
Vardas942            Pavarde942            10             0              0              2              10             5              6              10             3              4              9              
Vardas943            Pavarde943            7              8              8              7              10             0              9              2              9              2              0              
Vardas944            Pavarde944            10             0              4              8              2              2              2              3              9              8              2              
Vardas945            Pavarde945            6              7              8              2              10             2              5              7              4              6              2              
Vardas946            Pavarde946            4              4              6              2              10             1              2              6              7              8              6              
Vardas947            Pavarde947            8              10             10             2              0              10             3              3              5              7              4              
Vardas948            Pavarde948            9              9              6              3              3              9              10             9              7              2              1              
Vardas949            Pavarde949            4              10             3              2              8              6              6              1              6              0              5              
Vardas950            Pavarde950            8              9              1              3              9              3              5              2              8              3              3              
Vardas951            Pavarde951            6              9              4              5              9              3              2              0              9              4              5              
Vardas952            Pavarde952            6              10             9              3              0              2              7              0              2              7              5              
Vardas953            Pavarde953            2              8              5              7              2              4              9              9              0              4              9              
Vardas954            Pavarde954            8              0              7              9              7              0              8              6              4              0              5              
Vardas955            Pavarde955            2              8              3              3              4              0              2              8              1              1              1              
Vardas956            Pavarde956            0              6              9              0              3              4              0              4              9              8              10             
Vardas957            Pavarde957            5              0              6              8              7              10             5              7              1              0              4              
Vardas958            Pavarde958            0              3              4              3              0              8              4              9              10             5              8              
Vardas959            Pavarde959            1              5              10             2              1              2              9              3              10             4              2              
Vardas960            Pavarde960            4              5              0              0              2              4              6              7              0              5              9              
Vardas961            Pavarde961            8              10             4              4              4              10             4              4              4              9              2              
Vardas962            Pavarde962            4              7              9              5              0              1              10             5              3              1              9              
Vardas963            Pavarde963            3              9              1              8              0              2              7              4              8              3              5              
Vardas964            Pavarde964            0              4              3              7              4              5              10             0              5              7              0              
Vardas965            Pavarde965            2              6              9              10             9              0              8              3              4              10             8              
Vardas966            Pavarde966            4              5              5              0              0              9              6              6              6              0              6              
Vardas967            Pavarde967            4              5              4              5              9              3              10             0              6              2              8              
Vardas968            Pavarde968            6              6              0              3              1              9              5              5              4              4              10             
Vardas969            Pavarde969            2              5              5              2              8              0              8              4              7              10             7              
Vardas970            Pavarde970            10             8              1              5              9              3              9              7              1              3              6              
Vardas971            Pavarde971            5              3              0              1              3              8              10             5              4              10             7              
Vardas972            Pavarde972            10             6              5              7              10             3              2              1              1              7              9              
Vardas973            Pavarde973            6              2              3              8              4              8              5              9              2              0              2              
Vardas974            Pavarde974            2              7              10             8              7              9              5              5              3              8              4              
Vardas975            Pavarde975            0              9              5              7              10             4              7              9              5              6              1              
Vardas976            Pavarde976            3              1              7              9              9              0              6              5              5              3              4              
Vardas977            Pavarde977            3              0              6              5              7              4              10             3              9              7              9              
Vardas978            Pavarde978            1              4              5              0              7              1              8              9              0              6              8              
Vardas979            Pavarde979            0              0              6              3              7              1              1              0              2              3              2              
Vardas980            Pavarde980            10             6              3              1              9              1              3              6              9              0              1              
Vardas981            Pavarde981            4              7              2              8              6              2              0              0              10             2              5              
Vardas982            Pavarde982            4              2              2              7              2              1              1              4              9              0              8              
Vardas983            Pavarde983            9              9              4              8              4              5              5              9              3              1              0              
Vardas984            Pavarde984            10             6              7              9              2              6              7              1              10             10             3              
Vardas985            Pavarde985            4              5              4              0              9              10             6              7              6              9              9              
Vardas986            Pavarde986            1              7              7              8              0              6              1              1              6              3              9              
Vardas987            Pavarde987            6              7              2              6              5              7              10             6              7              1              10             
Vardas988            Pavarde988            6              10             3              10             4              8              6              8              5              7              5              
Vardas989            Pavarde989            3              10             1              5              3              4              5              9              7              3              9              
Vardas990            Pavarde990            2              8              10             9              7              8              6              3              10             5              0              
Vardas991            Pavarde991            3              10             3              10             4              6              6              8              6              6              2              
Vardas992            Pavarde992            4              1              6              3              3              4              7              3              8              9              0              
Vardas993            Pavarde993            4              5              7              9              0              8              10             4              3              7              9              
Vardas994            Pavarde994            2              1              9              7              6              4              8              10             2              10             5              
